userID,s0axmean,s0axstd,s0axmedian,s0axMAX,s0axMIN,s0axIQR,s0axrms,s0axMAD,s0axMAA,s0aymean,s0aystd,s0aymedian,s0ayMAX,s0ayMIN,s0ayIQR,s0ayrms,s0ayMAD,s0ayMAA,s0azmean,s0azstd,s0azmedian,s0azMAX,s0azMIN,s0azIQR,s0azrms,s0azMAD,s0azMAA,s1axmean,s1axstd,s1axmedian,s1axMAX,s1axMIN,s1axIQR,s1axrms,s1axMAD,s1axMAA,s1aymean,s1aystd,s1aymedian,s1ayMAX,s1ayMIN,s1ayIQR,s1ayrms,s1ayMAD,s1ayMAA,s1azmean,s1azstd,s1azmedian,s1azMAX,s1azMIN,s1azIQR,s1azrms,s1azMAD,s1azMAA,s2axmean,s2axstd,s2axmedian,s2axMAX,s2axMIN,s2axIQR,s2axrms,s2axMAD,s2axMAA,s2aymean,s2aystd,s2aymedian,s2ayMAX,s2ayMIN,s2ayIQR,s2ayrms,s2ayMAD,s2ayMAA,s2azmean,s2azstd,s2azmedian,s2azMAX,s2azMIN,s2azIQR,s2azrms,s2azMAD,s2azMAA,s0_mag_Bin1,s0_mag_Bin2,s0_mag_Bin3,s0_mag_Bin4,s0_mag_ Bin5,s0_mag_Bin6,s0_mag_Bin7,s0_mag_Bin8,s0_mag_Bin9,s0_mag_Bin10,s0_mag_Bin11,s0_mag_Bin12,s0_mag_Bin13,s0_mag_Bin14,s0_mag_Bin15,s0_mag_Bin16,s0_mag_Bin17,s0_mag_ Bin18,s0_mag_Bin19,s0_mag_Bin20,s1_mag_Bin1,s1_mag_Bin2,s1_mag_Bin3,s1_mag_Bin4,s1_mag_ Bin5,s1_mag_Bin6,s1_mag_Bin7,s1_mag_Bin8,s1_mag_Bin9,s1_mag_Bin10,s1_mag_Bin11,s1_mag_Bin12,s1_mag_Bin13,s1_mag_Bin14,s1_mag_Bin15,s1_mag_Bin16,s1_mag_Bin17,s1_mag_ Bin18,s1_mag_Bin19,s1_mag_Bin20,s2_mag_Bin1,s2_mag_Bin2,s2_mag_Bin3,s2_mag_Bin4,s2_mag_ Bin5,s2_mag_Bin6,s2_mag_Bin7,s2_mag_Bin8,s2_mag_Bin9,s2_mag_Bin10,s2_mag_Bin11,s2_mag_Bin12,s2_mag_Bin13,s2_mag_Bin14,s2_mag_Bin15,s2_mag_Bin16,s2_mag_Bin17,s2_mag_ Bin18,s2_mag_Bin19,s2_mag_Bin20,s0az_Bin1,s0az_Bin2,s0az_Bin3,s0az_Bin4,s0az_ Bin5,s0az_Bin6,s0az_Bin7,s0az_Bin8,s0az_Bin9,s0az_Bin10,s0az_Bin11,s0az_Bin12,s0az_Bin13,s0az_Bin14,s0az_Bin15,s0az_Bin16,s0az_Bin17,s0az_ Bin18,s0az_Bin19,s0az_Bin20,s1ax_Bin1,s1ax_Bin2,s1ax_Bin3,s1ax_Bin4,s1ax_ Bin5,s1ax_Bin6,s1ax_Bin7,s1ax_Bin8,s1ax_Bin9,s1ax_Bin10,s1ax_Bin11,s1ax_Bin12,s1ax_Bin13,s1ax_Bin14,s1ax_Bin15,s1ax_Bin16,s1ax_Bin17,s1ax_ Bin18,s1ax_Bin19,s1ax_Bin20,s2ax_Bin1,s2ax_Bin2,s2ax_Bin3,s2ax_Bin4,s2ax_ Bin5,s2ax_Bin6,s2ax_Bin7,s2ax_Bin8,s2ax_Bin9,s2ax_Bin10,s2ax_Bin11,s2ax_Bin12,s2ax_Bin13,s2ax_Bin14,s2ax_Bin15,s2ax_Bin16,s2ax_Bin17,s2ax_ Bin18,s2ax_Bin19,s2ax_Bin20,label
5,0.50037,0.000452,0.500366,0.501358,0.499557,0.000588,0.500371,0.000364,0.000337,0.499865,0.000375,0.499842,0.500834,0.498849,0.000504,0.499865,0.000306,0.000244,0.376078,0.000854,0.376154,0.377773,0.373772,0.001046,0.376079,0.00066,0.000534,0.37568,0.000453,0.375631,0.377066,0.374776,0.000573,0.37568,0.000361,0.000276,0.499953,0.000365,0.499964,0.501048,0.499094,0.000444,0.499953,0.00029,0.000244,0.499958,0.00065,0.499925,0.501193,0.498505,0.000901,0.499958,0.000526,0.000444,0.375545,0.000436,0.375556,0.376548,0.374349,0.000496,0.375546,0.000338,0.00026,0.500187,0.000386,0.500246,0.500917,0.499147,0.000534,0.500187,0.000316,0.000229,0.50038,0.000553,0.500335,0.501602,0.499251,0.000741,0.50038,0.000452,0.000382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500693,0.0004,0.500687,0.501573,0.49977,0.000527,0.500693,0.000328,0.000274,0.499829,0.000406,0.499842,0.500834,0.499124,0.000657,0.499829,0.000335,0.000351,0.374654,0.000716,0.374643,0.376124,0.372917,0.000947,0.374654,0.000571,0.000473,0.375734,0.00042,0.375722,0.376944,0.374837,0.000489,0.375734,0.000325,0.00026,0.500038,0.000431,0.500056,0.501079,0.499033,0.000672,0.500038,0.000349,0.000336,0.499977,0.000735,0.499895,0.5022,0.498474,0.000779,0.499977,0.000561,0.000443,0.375577,0.000428,0.375571,0.376487,0.374533,0.000626,0.375577,0.000356,0.000321,0.500064,0.000378,0.500001,0.500888,0.499208,0.000542,0.500064,0.000311,0.000245,0.500337,0.000547,0.50038,0.50148,0.499282,0.000825,0.500337,0.000461,0.000397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500536,0.00044,0.500519,0.501573,0.499679,0.00068,0.500536,0.000361,0.000321,0.499857,0.000441,0.499827,0.500957,0.49894,0.000649,0.499857,0.000357,0.000335,0.375213,0.000657,0.375298,0.376367,0.373131,0.000672,0.375214,0.000496,0.000351,0.37554,0.000386,0.375524,0.376425,0.374654,0.000611,0.375541,0.000325,0.00032,0.499951,0.000398,0.499888,0.500865,0.499064,0.000587,0.499951,0.000323,0.000274,0.500077,0.000774,0.500216,0.501559,0.497925,0.001008,0.500078,0.000629,0.000519,0.375664,0.000382,0.375662,0.376487,0.374716,0.000489,0.375664,0.000302,0.00026,0.500086,0.000375,0.500124,0.500827,0.499085,0.00055,0.500086,0.000305,0.000274,0.500294,0.000511,0.500274,0.501267,0.49919,0.000764,0.500294,0.000425,0.000412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500449,0.000471,0.500412,0.501969,0.499221,0.000549,0.500449,0.000348,0.00029,0.499839,0.000408,0.499857,0.501047,0.498879,0.000557,0.499839,0.000325,0.000275,0.375755,0.000646,0.375712,0.37707,0.374291,0.001038,0.375755,0.000537,0.000504,0.375654,0.00043,0.375647,0.3767,0.374837,0.000626,0.375655,0.000356,0.00032,0.499964,0.000487,0.49998,0.501018,0.498696,0.000617,0.499965,0.000374,0.000305,0.500061,0.000692,0.500017,0.502445,0.498719,0.000756,0.500061,0.000539,0.000413,0.375548,0.000501,0.375556,0.376487,0.374135,0.000557,0.375548,0.000385,0.000305,0.500208,0.000432,0.500154,0.501223,0.4993,0.000634,0.500208,0.000346,0.000291,0.500208,0.000649,0.500244,0.501633,0.498976,0.001031,0.500209,0.000523,0.000534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500156,0.000431,0.500122,0.501267,0.499374,0.000626,0.500156,0.000352,0.000321,0.499942,0.000433,0.499917,0.500712,0.498727,0.000588,0.499942,0.000343,0.000276,0.376408,0.000567,0.376367,0.377712,0.374963,0.000741,0.376408,0.000456,0.000382,0.375646,0.000448,0.375647,0.376913,0.374745,0.000588,0.375646,0.000365,0.000291,0.499931,0.000465,0.499964,0.501202,0.498696,0.000617,0.499931,0.000356,0.00032,0.500016,0.00056,0.499986,0.500918,0.498994,0.000985,0.500017,0.000482,0.000519,0.375571,0.000398,0.375541,0.376457,0.374716,0.000557,0.375572,0.000325,0.000275,0.500192,0.000425,0.500185,0.501376,0.49936,0.000596,0.500193,0.00035,0.000306,0.500161,0.000505,0.500182,0.501358,0.498763,0.000687,0.500161,0.000393,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500587,0.000525,0.500626,0.501726,0.49913,0.000626,0.500587,0.000403,0.000366,0.499846,0.000445,0.499918,0.500834,0.498574,0.000573,0.499847,0.000361,0.000305,0.375321,0.000914,0.375298,0.377406,0.373467,0.001328,0.375322,0.000746,0.000656,0.375608,0.00042,0.37557,0.376761,0.374898,0.000634,0.375608,0.000343,0.000336,0.499994,0.000447,0.50001,0.500865,0.499156,0.000542,0.499994,0.000371,0.000276,0.500118,0.000727,0.500093,0.502108,0.497894,0.000893,0.500118,0.000544,0.000458,0.375543,0.00032,0.375556,0.376091,0.374716,0.000458,0.375544,0.000251,0.000199,0.50006,0.000561,0.500139,0.501162,0.498658,0.000534,0.50006,0.000427,0.000259,0.500303,0.000511,0.500244,0.501358,0.499251,0.000894,0.500303,0.000422,0.000443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500843,0.000557,0.500839,0.501969,0.499404,0.000695,0.500843,0.000433,0.000351,0.499789,0.000436,0.49975,0.500681,0.498329,0.000565,0.49979,0.000341,0.000275,0.374686,0.000654,0.374612,0.376337,0.373314,0.000879,0.374686,0.000532,0.000413,0.375679,0.000434,0.375677,0.376883,0.374532,0.000473,0.375679,0.000323,0.000244,0.499968,0.000352,0.49998,0.500713,0.499307,0.000534,0.499968,0.000301,0.000275,0.500052,0.000588,0.500078,0.501742,0.498811,0.000795,0.500052,0.000465,0.000427,0.375637,0.000384,0.375647,0.376548,0.374654,0.000527,0.375637,0.000299,0.000275,0.500136,0.00041,0.500185,0.501101,0.499116,0.000565,0.500136,0.000334,0.000274,0.500281,0.000619,0.500228,0.502548,0.498518,0.000787,0.500282,0.000473,0.000427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jsjs
5,0.500246,0.000389,0.500258,0.501143,0.499372,0.000527,0.500246,0.00031,0.000275,0.499795,0.000443,0.499807,0.500754,0.498769,0.000617,0.499795,0.000362,0.000305,0.37592,0.000612,0.375871,0.37749,0.374161,0.000931,0.37592,0.000496,0.000489,0.37567,0.00048,0.375694,0.376672,0.374259,0.000611,0.37567,0.000367,0.000305,0.500061,0.000426,0.500014,0.50093,0.498639,0.000504,0.500062,0.00034,0.000305,0.50014,0.000559,0.500079,0.501682,0.498751,0.000679,0.50014,0.000443,0.000335,0.375529,0.00046,0.375495,0.376685,0.374517,0.000649,0.375529,0.000375,0.000291,0.500137,0.000409,0.500084,0.501107,0.499519,0.000565,0.500137,0.000333,0.000305,0.500259,0.000574,0.500298,0.501398,0.498894,0.00071,0.500259,0.00045,0.000367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.50022,0.000415,0.500288,0.501082,0.499432,0.00058,0.50022,0.000344,0.000321,0.499726,0.000387,0.499685,0.500662,0.499043,0.000565,0.499727,0.000326,0.000274,0.376171,0.000738,0.376115,0.379047,0.374864,0.000862,0.376171,0.00056,0.000427,0.375666,0.000397,0.375679,0.376397,0.374809,0.000557,0.375666,0.000326,0.00029,0.500231,0.000428,0.500196,0.501357,0.499066,0.000588,0.500232,0.000341,0.000305,0.499977,0.000597,0.499957,0.501224,0.498568,0.000863,0.499977,0.000499,0.000443,0.375582,0.000451,0.375541,0.376746,0.37467,0.000504,0.375582,0.000356,0.00026,0.500157,0.000477,0.500145,0.501168,0.499153,0.000634,0.500157,0.000388,0.000321,0.500364,0.000545,0.50036,0.501582,0.498925,0.000588,0.500364,0.000399,0.000305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.502057,0.000604,0.502181,0.502976,0.499585,0.000626,0.502058,0.00043,0.000306,0.490988,0.002035,0.490539,0.500296,0.489607,0.00058,0.490992,0.000927,0.00029,0.370008,0.00139,0.369717,0.376145,0.368297,0.000992,0.37001,0.000852,0.000504,0.375904,0.000425,0.375878,0.377038,0.374962,0.000617,0.375904,0.00035,0.000305,0.498625,0.000457,0.498624,0.499892,0.497754,0.000557,0.498625,0.000357,0.00026,0.501179,0.000746,0.500964,0.502568,0.499483,0.001145,0.501179,0.000638,0.000564,0.375541,0.000448,0.375541,0.376624,0.37467,0.000619,0.375542,0.000365,0.000321,0.50212,0.000664,0.502237,0.503031,0.499733,0.000747,0.50212,0.000471,0.000366,0.500348,0.000564,0.50039,0.501246,0.499139,0.000862,0.500348,0.000472,0.000443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.502719,0.000406,0.502685,0.50383,0.501601,0.000565,0.502719,0.000331,0.000305,0.490606,0.000462,0.490645,0.491867,0.489546,0.000527,0.490606,0.000366,0.00029,0.368493,0.000753,0.368557,0.370312,0.366679,0.000939,0.368494,0.000596,0.000519,0.375985,0.000403,0.376015,0.377343,0.37487,0.000556,0.375985,0.000312,0.000259,0.498662,0.000359,0.49867,0.499677,0.497876,0.000489,0.498662,0.000277,0.000244,0.501334,0.00076,0.501347,0.502966,0.499179,0.001,0.501335,0.000594,0.000489,0.375443,0.000418,0.375495,0.376319,0.374304,0.000458,0.375443,0.000328,0.000229,0.502098,0.000393,0.502038,0.503122,0.501107,0.000443,0.502098,0.000302,0.000198,0.500599,0.000624,0.500497,0.502223,0.49926,0.00087,0.500599,0.000488,0.000397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.503195,0.001652,0.502654,0.507892,0.501112,0.001168,0.503198,0.001196,0.000626,0.490438,0.001492,0.490539,0.493913,0.484966,0.000871,0.49044,0.000962,0.000443,0.368639,0.00132,0.368816,0.37123,0.364999,0.001527,0.368642,0.001007,0.000733,0.375838,0.000438,0.375786,0.376916,0.374992,0.00058,0.375838,0.000351,0.00032,0.498525,0.000554,0.498593,0.499616,0.497112,0.000787,0.498526,0.000457,0.000397,0.501579,0.000666,0.501545,0.503606,0.499911,0.000703,0.501579,0.000505,0.000367,0.375395,0.00044,0.375449,0.376777,0.374304,0.00058,0.375395,0.00034,0.00026,0.501482,0.00202,0.502176,0.504283,0.494205,0.00132,0.501486,0.00144,0.000473,0.500739,0.001291,0.500467,0.504819,0.499017,0.001145,0.50074,0.00093,0.000565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.496482,0.004137,0.496776,0.507342,0.484255,0.002619,0.4965,0.002736,0.001328,0.480761,0.004521,0.479332,0.496784,0.474277,0.003733,0.480782,0.003208,0.001466,0.385085,0.004267,0.384895,0.39456,0.373825,0.004641,0.385109,0.003207,0.002321,0.375994,0.000595,0.376,0.377741,0.374992,0.000732,0.375995,0.00044,0.000351,0.498672,0.001244,0.499143,0.500533,0.496013,0.001832,0.498674,0.001057,0.000687,0.500897,0.000896,0.500874,0.502782,0.49924,0.001107,0.500898,0.00072,0.00055,0.375711,0.000936,0.375647,0.379372,0.372838,0.001222,0.375712,0.000685,0.000611,0.494922,0.002801,0.494847,0.500557,0.488006,0.002505,0.49493,0.002049,0.001329,0.500798,0.000926,0.500803,0.50262,0.498222,0.001046,0.500799,0.000717,0.000534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.501759,0.006085,0.498913,0.516168,0.495036,0.005917,0.501796,0.005013,0.001893,0.481029,0.00287,0.48037,0.489119,0.476782,0.002825,0.481038,0.002209,0.00142,0.37425,0.008472,0.375718,0.386376,0.35538,0.016284,0.374346,0.00738,0.007955,0.375471,0.000471,0.375466,0.376519,0.374443,0.000603,0.375471,0.000377,0.000291,0.500295,0.000712,0.500258,0.501999,0.498731,0.000901,0.500296,0.000574,0.000458,0.50009,0.00101,0.50014,0.503575,0.497865,0.001168,0.500091,0.000767,0.000611,0.375606,0.000824,0.375631,0.377723,0.373173,0.000818,0.375607,0.000615,0.000473,0.493884,0.002633,0.493702,0.49958,0.488434,0.004122,0.493891,0.002203,0.002092,0.501447,0.001394,0.501001,0.506162,0.49981,0.001244,0.501449,0.001037,0.000672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.501795,0.00318,0.501952,0.50661,0.494333,0.004505,0.501805,0.002549,0.002428,0.481459,0.004323,0.480492,0.493547,0.473606,0.00287,0.481478,0.003097,0.001557,0.369382,0.004768,0.369381,0.378283,0.356938,0.006757,0.369413,0.003852,0.00371,0.375879,0.000947,0.375664,0.378351,0.374015,0.001039,0.37588,0.000732,0.000504,0.499313,0.003196,0.500503,0.502976,0.492195,0.004901,0.499323,0.002712,0.001909,0.501052,0.002129,0.500247,0.505774,0.498323,0.003535,0.501056,0.00179,0.000977,0.376101,0.000791,0.376075,0.378212,0.373601,0.000733,0.376102,0.000585,0.000367,0.487198,0.004231,0.486464,0.494481,0.47802,0.007009,0.487217,0.003561,0.003176,0.502189,0.001274,0.502315,0.50604,0.497582,0.001511,0.502191,0.000944,0.000793,0,0,0,0,0,0,0,0,0.016667,0.983333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.50185,0.000662,0.501861,0.503434,0.500349,0.001046,0.50185,0.000534,0.000519,0.482361,0.000838,0.482401,0.484293,0.480385,0.000977,0.482361,0.000662,0.000519,0.370416,0.001154,0.370343,0.373184,0.368175,0.001786,0.370417,0.00096,0.000916,0.375819,0.000449,0.375862,0.376885,0.374901,0.000634,0.375819,0.000366,0.00032,0.499363,0.000569,0.499372,0.500777,0.498212,0.00061,0.499364,0.000437,0.000335,0.500666,0.000828,0.500828,0.501866,0.498842,0.001145,0.500666,0.000691,0.000596,0.376203,0.000468,0.37612,0.377357,0.375281,0.000649,0.376204,0.000381,0.00029,0.486849,0.001118,0.487106,0.48874,0.484005,0.00139,0.486851,0.000901,0.000717,0.502337,0.000627,0.502239,0.503903,0.500787,0.000894,0.502338,0.000519,0.000458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.50263,0.000661,0.50267,0.504166,0.500105,0.000665,0.502631,0.000482,0.000351,0.481624,0.00067,0.481561,0.483103,0.48014,0.000848,0.481625,0.00053,0.000412,0.369656,0.001093,0.369458,0.373,0.366923,0.000916,0.369658,0.000774,0.000504,0.375819,0.000487,0.375908,0.377435,0.374656,0.000534,0.375819,0.000361,0.000229,0.499292,0.00066,0.499327,0.500991,0.497938,0.000962,0.499292,0.000533,0.000489,0.500464,0.000655,0.500476,0.502079,0.498934,0.000772,0.500465,0.00052,0.000382,0.376167,0.000867,0.376258,0.378152,0.373051,0.000649,0.376168,0.000596,0.000321,0.486515,0.002083,0.486418,0.497198,0.482204,0.001763,0.48652,0.001335,0.000885,0.503344,0.00355,0.502834,0.516881,0.495565,0.001405,0.503357,0.002061,0.000779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
5,0.501855,0.002577,0.502242,0.505571,0.494333,0.003496,0.501861,0.002052,0.001741,0.481601,0.00165,0.481316,0.486737,0.478889,0.001862,0.481604,0.001232,0.000901,0.370415,0.003078,0.370923,0.375932,0.36332,0.004032,0.370427,0.00254,0.001954,0.375799,0.000432,0.375786,0.376703,0.374656,0.000527,0.375799,0.000336,0.000274,0.499188,0.00115,0.499097,0.50206,0.496196,0.001435,0.499189,0.000891,0.000671,0.500544,0.000673,0.500629,0.502446,0.499117,0.00071,0.500544,0.000517,0.000412,0.375923,0.006124,0.376472,0.392473,0.352041,0.003343,0.375973,0.003892,0.001893,0.487678,0.012137,0.486953,0.535676,0.441893,0.008192,0.487829,0.007478,0.004245,0.503349,0.030003,0.51004,0.546656,0.37668,0.016475,0.504242,0.019182,0.008703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kss
